codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
7065,Instituto Politécnico de Santarém - Escola Superior de Enfermagem de Santarém,9500,Enfermagem,45.0,45.0,151.8000030517578,0.0,2007,1,1.0,Instituto Politécnico de Santarém,Escola Superior de Enfermagem de Santarém,9500_7065
7085,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,9500,Enfermagem,60.0,60.0,147.0,0.0,2007,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Saúde de Viseu,9500_7085
7005,Instituto Politécnico de Beja - Escola Superior de Saúde de Beja,9501,Enfermagem (entrada no 2.º semestre),35.0,35.0,138.6999969482422,0.0,2007,1,1.0,Instituto Politécnico de Beja,Escola Superior de Saúde de Beja,9501_7005
7015,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,9501,Enfermagem (entrada no 2.º semestre),40.0,40.0,136.8000030517578,0.0,2007,1,1.0,Instituto Politécnico de Bragança,Escola Superior de Saúde de Bragança,9501_7015
7045,Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria,9501,Enfermagem (entrada no 2.º semestre),62.0,62.0,138.39999389648438,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Saúde de Leiria,9501_7045
7065,Instituto Politécnico de Santarém - Escola Superior de Enfermagem de Santarém,9501,Enfermagem (entrada no 2.º semestre),45.0,45.0,144.60000610351562,0.0,2007,1,1.0,Instituto Politécnico de Santarém,Escola Superior de Enfermagem de Santarém,9501_7065
7085,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,9501,Enfermagem (entrada no 2.º semestre),60.0,60.0,137.1999969482422,0.0,2007,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Saúde de Viseu,9501_7085
3083,Universidade do Algarve - Escola Superior de Tecnologia de Faro,9503,Engenharia Eléctrica e Electrónica,40.0,23.0,114.19999694824219,17.0,2007,1,0.575,Universidade do Algarve,Escola Superior de Tecnologia de Faro,9503_3083
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9508,Engenharia do Ambiente,40.0,40.0,122.0,0.0,2007,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9508_0501
0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9508,Engenharia do Ambiente,70.0,70.0,125.5999984741211,0.0,2007,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,9508_0903
1105,Universidade do Porto - Faculdade de Engenharia,9508,Engenharia do Ambiente,40.0,40.0,142.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Engenharia,9508_1105
1105,Universidade do Porto - Faculdade de Engenharia,9510,Engenharia Industrial e Gestão,50.0,50.0,168.0,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Engenharia,9510_1105
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão de Portalegre,9540,Bioengenharia,30.0,18.0,110.5999984741211,12.0,2007,1,0.6,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão de Portalegre,9540_3122
0506,Universidade de Coimbra - Faculdade de Medicina,9548,Medicina Dentária,42.0,42.0,177.8000030517578,0.0,2007,1,1.0,Universidade de Coimbra,Faculdade de Medicina,9548_0506
1113,Universidade do Porto - Faculdade de Medicina Dentária,9548,Medicina Dentária,90.0,90.0,171.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Medicina Dentária,9548_1113
6600,Universidade de Lisboa - Faculdade de Medicina Dentária,9548,Medicina Dentária,60.0,60.0,172.3000030517578,0.0,2007,1,1.0,Universidade de Lisboa,Faculdade de Medicina Dentária,9548_6600
1101,Universidade do Porto - Faculdade de Ciências da Nutrição e Alimentação,9554,Ciências da Nutrição,66.0,66.0,158.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Ciências da Nutrição e Alimentação,9554_1101
0507,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,9555,Psicologia,150.0,150.0,132.5,0.0,2007,1,1.0,Universidade de Coimbra,Faculdade de Psicologia e de Ciências da Educação,9555_0507
0706,Universidade de Lisboa - Faculdade de Psicologia e de Ciências da Educação,9555,Psicologia,150.0,150.0,142.3000030517578,0.0,2007,1,1.0,Universidade de Lisboa,Faculdade de Psicologia e de Ciências da Educação,9555_0706
1109,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,9555,Psicologia,115.0,115.0,157.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Psicologia e de Ciências da Educação,9555_1109
6600,Universidade de Lisboa - Faculdade de Medicina Dentária,9556,Higiene Oral,40.0,40.0,144.0,0.0,2007,1,1.0,Universidade de Lisboa,Faculdade de Medicina Dentária,9556_6600
3022,Instituto Politécnico de Beja - Escola Superior de Educação de Beja,9563,Desporto,25.0,25.0,138.89999389648438,0.0,2007,1,1.0,Instituto Politécnico de Beja,Escola Superior de Educação de Beja,9563_3022
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,9563,Desporto,40.0,27.0,104.80000305175781,13.0,2007,1,0.675,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,9563_3042
3091,Instituto Politécnico da Guarda - Escola Superior de Educação da Guarda,9563,Desporto,40.0,40.0,131.8000030517578,0.0,2007,1,1.0,Instituto Politécnico da Guarda,Escola Superior de Educação da Guarda,9563_3091
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação de Setúbal,9563,Desporto,25.0,25.0,122.5,0.0,2007,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Educação de Setúbal,9563_3151
3021,Instituto Politécnico de Beja - Escola Superior Agrária de Beja,9618,Biologia e Recursos Naturais,25.0,6.0,107.69999694824219,19.0,2007,1,0.24,Instituto Politécnico de Beja,Escola Superior Agrária de Beja,9618_3021
3061,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,9619,Engenharia Agro-Pecuária,25.0,18.0,109.80000305175781,7.0,2007,1,0.72,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,9619_3061
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão de Leiria,9627,Contabilidade e Finanças,40.0,40.0,114.5,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão de Leiria,9627_3102
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais de Setúbal,9627,Contabilidade e Finanças,80.0,80.0,123.5,0.0,2007,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais de Setúbal,9627_3153
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais de Setúbal,9628,Contabilidade e Finanças (regime nocturno),53.0,22.0,103.80000305175781,31.0,2007,1,0.41509433962264153,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais de Setúbal,9628_3153
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais de Setúbal,9629,Gestão da Distribuição e da Logística,51.0,51.0,113.69999694824219,0.0,2007,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais de Setúbal,9629_3153
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais de Setúbal,9630,Gestão de Sistemas de Informação,60.0,51.0,106.69999694824219,9.0,2007,1,0.85,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais de Setúbal,9630_3153
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação de Setúbal,9631,Animação e Intervenção Sociocultural,30.0,30.0,133.5,0.0,2007,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Educação de Setúbal,9631_3151
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação de Setúbal,9632,Promoção Artística e Património,30.0,30.0,120.5,0.0,2007,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Educação de Setúbal,9632_3151
3151,Instituto Politécnico de Setúbal - Escola Superior de Educação de Setúbal,9633,Tradução - Interpretação de Língua Gestual Portuguesa,20.0,15.0,112.5,5.0,2007,1,0.75,Instituto Politécnico de Setúbal,Escola Superior de Educação de Setúbal,9633_3151
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9638,Auditoria e Fiscalidade,20.0,12.0,112.19999694824219,8.0,2007,1,0.6,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9638_3241
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9639,Gestão de Comércio e Serviços,20.0,1.0,127.9000015258789,19.0,2007,1,0.05,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9639_3241
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9640,Gestão de Recursos Humanos e Comportamento Organizacional,45.0,19.0,106.69999694824219,26.0,2007,1,0.4222222222222222,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9640_3241
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9641,Gestão Turística e Cultural,35.0,31.0,108.80000305175781,4.0,2007,1,0.8857142857142857,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9641_3241
3243,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Abrantes,9642,Design e Desenvolvimento de Produtos,20.0,16.0,108.69999694824219,4.0,2007,1,0.8,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Abrantes,9642_3243
3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,9643,Artes Plásticas - Pintura e Intermédia,35.0,12.0,108.69999694824219,23.0,2007,1,0.34285714285714286,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,9643_3242
3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,9644,Design e Tecnologia das Artes Gráficas,45.0,45.0,123.4000015258789,0.0,2007,1,1.0,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,9644_3242
3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,9645,Fotografia,30.0,28.0,107.0999984741211,2.0,2007,1,0.9333333333333333,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,9645_3242
3091,Instituto Politécnico da Guarda - Escola Superior de Educação da Guarda,9651,Comunicação e Relações Económicas,20.0,8.0,108.69999694824219,12.0,2007,1,0.4,Instituto Politécnico da Guarda,Escola Superior de Educação da Guarda,9651_3091
3091,Instituto Politécnico da Guarda - Escola Superior de Educação da Guarda,9652,Comunicação e Relações Públicas,70.0,60.0,105.30000305175781,10.0,2007,1,0.8571428571428571,Instituto Politécnico da Guarda,Escola Superior de Educação da Guarda,9652_3091
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão de Portalegre,9670,Administração de Publicidade e Marketing,35.0,21.0,119.4000015258789,14.0,2007,1,0.6,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão de Portalegre,9670_3122
3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9671,Administração e Finanças,50.0,25.0,108.30000305175781,25.0,2007,1,0.5,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9671_3065
3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9672,Administração e Marketing,25.0,25.0,130.5,0.0,2007,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9672_3065
3061,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,9673,Agricultura Biológica,30.0,30.0,115.80000305175781,0.0,2007,1,1.0,Instituto Politécnico de Coimbra,Escola Superior Agrária de Coimbra,9673_3061
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,9675,Animação Socioeducativa,40.0,40.0,134.39999389648438,0.0,2007,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,9675_3062
0505,Universidade de Coimbra - Faculdade de Letras,9677,Arqueologia e História,25.0,25.0,130.0,0.0,2007,1,1.0,Universidade de Coimbra,Faculdade de Letras,9677_0505
3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,9680,Artes da Imagem,35.0,35.0,124.5999984741211,0.0,2007,1,1.0,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas de Castelo Branco,9680_3055
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão de Portalegre,9685,Assessoria de Administração,40.0,9.0,117.9000015258789,31.0,2007,1,0.225,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão de Portalegre,9685_3122
1103,Universidade do Porto - Faculdade de Ciências,9686,Astronomia,20.0,20.0,132.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Ciências,9686_1103
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão de Leiria,9690,Biomecânica,36.0,36.0,129.60000610351562,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão de Leiria,9690_3102
1107,Universidade do Porto - Faculdade de Letras,9694,Ciência da Informação,40.0,40.0,137.8000030517578,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Letras,9694_1107
0505,Universidade de Coimbra - Faculdade de Letras,9695,"Ciência da Informação, Arquivística e Biblioteconomia",30.0,30.0,117.0,0.0,2007,1,1.0,Universidade de Coimbra,Faculdade de Letras,9695_0505
1103,Universidade do Porto - Faculdade de Ciências,9696,Ciência de Computadores,45.0,45.0,112.5,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Ciências,9696_1103
0130,Universidade dos Açores - Ponta Delgada,9699,Ciências Biológicas e da Saúde,20.0,20.0,122.4000015258789,0.0,2007,1,1.0,Universidade dos Açores,Ponta Delgada,9699_0130
1107,Universidade do Porto - Faculdade de Letras,9701,"Ciências da Comunicação: Jornalismo, Assessoria, Multimédia",75.0,75.0,161.60000610351562,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Letras,9701_1107
0130,Universidade dos Açores - Ponta Delgada,9704,Ciências da Engenharia Civil,20.0,8.0,129.3000030517578,12.0,2007,1,0.4,Universidade dos Açores,Ponta Delgada,9704_0130
3131,Instituto Politécnico do Porto - Escola Superior de Educação do Porto,9707,Ciências do Desporto,20.0,20.0,141.8000030517578,0.0,2007,1,1.0,Instituto Politécnico do Porto,Escola Superior de Educação do Porto,9707_3131
1110,Universidade do Porto - Instituto de Ciências Biomédicas de Abel Salazar,9708,Ciências do Meio Aquático,35.0,35.0,145.5,0.0,2007,1,1.0,Universidade do Porto,Instituto de Ciências Biomédicas de Abel Salazar,9708_1110
1103,Universidade do Porto - Faculdade de Ciências,9709,Ciências e Tecnologia do Ambiente,35.0,35.0,140.60000610351562,0.0,2007,1,1.0,Universidade do Porto,Faculdade de Ciências,9709_1103
3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,9715,Comércio,35.0,24.0,106.69999694824219,11.0,2007,1,0.6857142857142857,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,9715_3012
3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9716,Comércio Internacional,30.0,30.0,134.1999969482422,0.0,2007,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,9716_3134
3062,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,9717,Comunicação Organizacional,41.0,41.0,131.0,0.0,2007,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Educação de Coimbra,9717_3062
0130,Universidade dos Açores - Ponta Delgada,9718,Comunicação Social e Cultura,23.0,21.0,115.30000305175781,2.0,2007,1,0.9130434782608695,Universidade dos Açores,Ponta Delgada,9718_0130
3101,Instituto Politécnico de Leiria - Escola Superior de Educação de Leiria,9719,Comunicação Social e Educação Multimédia,45.0,45.0,124.80000305175781,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Educação de Leiria,9719_3101
3145,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,9721,Condição Física e Saúde no Desporto,25.0,25.0,136.0,0.0,2007,1,1.0,Instituto Politécnico de Santarém,Escola Superior de Desporto de Rio Maior,9721_3145
3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,9722,Contabilidade e Gestão Pública,45.0,45.0,104.80000305175781,0.0,2007,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,9722_3063
3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,9723,Design de Ambientes,30.0,30.0,132.89999389648438,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Artes e Design das Caldas da Rainha,9723_3103
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão de Viana do Castelo,9723,Design de Ambientes,30.0,30.0,116.5,0.0,2007,1,1.0,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão de Viana do Castelo,9723_3163
3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design das Caldas da Rainha,9724,Design de Cerâmica e Vidro,20.0,20.0,118.9000015258789,0.0,2007,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Artes e Design das Caldas da Rainha,9724_3103
3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,9725,Design de Interiores e Equipamento,35.0,35.0,141.1999969482422,0.0,2007,1,1.0,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas de Castelo Branco,9725_3055
3055,Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas de Castelo Branco,9726,Design de Moda e Têxtil,30.0,30.0,130.8000030517578,0.0,2007,1,1.0,Instituto Politécnico de Castelo Branco,Escola Superior de Artes Aplicadas de Castelo Branco,9726_3055
